#BLTrackFile2 CALOENTR
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight Bx By Bz Ex Ey Ez ProperTime PathLength PolX PolY PolZ InitX InitY InitZ InitT InitKE
-4.94692 -13.0369 17198.5 0.815101 0.783366 64.7287 136.244 211 131652 1 1 1 0 0 0 0 0 0 122.092 16977.6 0 0 0 27.7269 2.18073 149.95 1.65802 14.2834 
44.5694 0.949022 17198.5 -0.710324 -0.291879 62.785 140.118 211 132460 1 1 1 0 0 0 0 0 0 126.524 17064.3 0 0 0 29.0108 1.8785 149.95 1.37961 13.4735 
-10.8826 -1.97352 17198.5 1.67135 0.101928 62.7588 139.863 211 132977 1 1 1 0 0 0 0 0 0 126.18 17015.7 0 0 0 15.1728 -1.79891 149.95 1.50477 13.4701 
-48.3354 1.48863 17198.5 0.970558 1.5027 70.1197 127.427 211 134533 1 1 1 0 0 0 0 0 0 112.575 16961 0 0 0 17.2794 -0.563381 149.95 1.43502 16.6342 
24.4818 -23.3919 17198.5 -0.471726 0.270721 68.3656 130.62 211 135509 1 1 1 0 0 0 0 0 0 115.844 17011.9 0 0 0 1.38049 -5.11845 149.95 1.62453 15.8454 
-34.2532 22.2082 17198.5 0.732632 -0.974267 67.3975 131.559 211 135582 1 1 1 0 0 0 0 0 0 117.28 16981.2 0 0 0 -3.77533 -0.86723 149.95 1.31692 15.4258 
-38.5975 29.4687 17198.5 2.22514 -2.81849 68.851 129.804 211 136779 1 1 1 0 0 0 0 0 0 115.005 17031.2 0 0 0 22.3849 13.0185 149.95 1.53318 16.0999 
42.2639 -16.4715 17198.5 -2.44546 1.45428 67.3925 132.184 211 137836 1 1 1 0 0 0 0 0 0 117.487 17022.3 0 0 0 -1.6531 -3.93807 149.95 1.6951 15.4449 
13.0751 -9.87245 17198.5 -1.02505 1.02855 61.5254 142.509 211 141816 1 1 1 0 0 0 0 0 0 128.772 17022.6 0 0 0 10.0104 -0.940474 149.95 1.77359 12.9661 
36.8149 -0.667044 17198.5 -1.90864 0.306277 66.0862 134.2 211 143303 1 1 1 0 0 0 0 0 0 119.633 16989.3 0 0 0 9.86 4.85611 149.95 1.82298 14.8674 
23.6814 34.7411 17198.5 0.470895 -0.464673 70.2974 127.93 211 145528 1 1 1 0 0 0 0 0 0 113.059 17072.3 0 0 0 -4.49383 -0.138011 149.95 1.33917 16.7052 
9.18699 -6.39684 17198.5 -3.15352 -0.679548 59.4702 147.316 211 155840 1 1 1 0 0 0 0 0 0 133.678 17101.1 0 0 0 3.09542 2.19409 149.95 1.9768 12.1761 
-10.8987 41.1508 17198.5 1.94616 -3.32486 65.8244 134.172 211 156684 1 1 1 0 0 0 0 0 0 119.89 16980.2 0 0 0 11.1648 -3.46812 149.95 1.57577 14.7915 
-15.2029 14.7742 17198.5 -2.76432 -1.26784 62.142 141.464 211 159333 1 1 1 0 0 0 0 0 0 127.585 17050.3 0 0 0 -25.3745 1.39043 149.95 1.77671 13.2392 
-142.148 -4.64002 17198.5 -2.87037 -4.0896 65.8144 133.867 211 160479 1 1 1 0 0 0 0 0 0 119.778 16981.5 0 0 0 2.01159 -0.900966 149.95 1.37055 14.82 
-55.7188 -10.209 17198.5 1.58725 1.12258 67.7469 131.033 211 161511 1 1 1 0 0 0 0 0 0 116.69 16987.5 0 0 0 -4.33662 5.58644 149.95 1.31255 15.5854 
-11.021 39.2641 17198.5 -0.977312 -3.32626 63.2342 138.979 211 163928 1 1 1 0 0 0 0 0 0 124.985 17001.6 0 0 0 -1.49679 4.04408 149.95 1.7294 13.6957 
